Partition,Algorithm,BlendWeight,BuildTime,TestTime,NUsers,NAttempted,NGood,Coverage,RMSE.ByUser,RMSE.ByRating,Predict.nDCG,TopN.nDCG,MAP,MRR
3,lucene-svd-blend,0.9,10.902000000000001,71.618,172,860,860,1.0,0.6847920815758908,0.7722306707473897,0.9700400964072613,0.037640752772857874,0.05192960867329581,0.055668755625284
3,lucene-svd-blend,0.7,0.02,73.07000000000001,172,860,860,1.0,0.678836649303034,0.7651399496045618,0.9719064246766207,0.03945691395916793,0.05486020192019152,0.059162996317712116
3,ii-svd-blend,0.8,13.849,97.85000000000001,172,860,860,1.0,0.6827303236585144,0.770442419281514,0.9712699113316385,0.037948670450044006,0.05324509090751319,0.056204786802873094
1,ii-svd-blend,0.3,0.054,94.771,173,865,865,1.0,0.7094750080441751,0.8002540779991102,0.9710924649034565,0.02611970605387336,0.04140089382393793,0.04385754122278187
3,ii-svd-blend,1.0,32.83,97.9,172,860,860,1.0,0.6906321556990441,0.7791163118303491,0.9706067476782743,0.03856224920638797,0.05087403253473447,0.05482753612127383
3,ii-svd-blend,0.9,22.212,98.271,172,860,860,1.0,0.6862391097968265,0.7742714352852595,0.970842752191476,0.03945990225241146,0.054302428219239925,0.05706201089652023
3,lucene-svd-blend,0.6,0.024,72.616,172,860,860,1.0,0.6787830710625057,0.7649967938729823,0.9723229287263215,0.03726287332545408,0.06123142216160972,0.06365610503687398
3,lucene-svd-blend,0.5,0.019,72.927,172,860,860,1.0,0.6807224137401375,0.767130173882997,0.9707888862704086,0.03603211502009518,0.05439566789789793,0.05420533013488574
3,ii-svd-blend,0.7,0.064,99.336,172,860,860,1.0,0.6801295973383065,0.7676444653282485,0.9715427089896083,0.038359556230241135,0.06041032880658468,0.06430832034992506
3,ii-svd-blend,0.6,0.056,98.81400000000001,172,860,860,1.0,0.6784581435046558,0.765888873571694,0.9706888502918578,0.040598220648478484,0.0671542756455238,0.07139356484809328
1,lucene-svd-blend,0.3,0.021,70.32600000000001,173,865,865,1.0,0.7183882891192177,0.8118372968517424,0.9731988718262965,0.021980469317278598,0.036576649010115495,0.036375838260171794
3,lucene-svd-blend,0.4,0.015,73.13,172,860,860,1.0,0.6847443172668427,0.7715212049051638,0.971211797416762,0.0323803770144742,0.04309878408737139,0.042611437986140206
3,ii-svd-blend,0.5,0.062,99.29,172,860,860,1.0,0.6777337464294199,0.7651828186543584,0.970620937898037,0.03864973761508124,0.0598356389885188,0.0621935201254697
3,ii-svd-blend,0.4,0.062,99.248,172,860,860,1.0,0.6779700314368327,0.7655292045753866,0.9705512808772181,0.036947381279496455,0.05343013294984982,0.0572345810856933
3,lucene-svd-blend,0.3,0.025,74.19500000000001,172,860,860,1.0,0.6908041390635907,0.7781316678079738,0.9700197891076939,0.028681071013550496,0.036445058309663395,0.03755986081981475
3,lucene-svd-blend,0.2,0.017,73.554,172,860,860,1.0,0.6987477506682592,0.7869056310407663,0.9700312851229339,0.02741372237918751,0.033514260784623696,0.03477741139370454
3,lucene-svd-blend,0.1,0.017,72.981,172,860,860,1.0,0.7085152786326767,0.7977717146981703,0.9705167474258343,0.025491524739315076,0.03383674531394263,0.03510540840009813
3,svd,,16.223,0.319,172,860,860,1.0,0.6793569756321145,0.7680092939815201,0.9712425858189202,0.04626197647942143,0.0627118886095864,0.07112140842134
3,ii-svd-blend,0.3,0.067,99.28,172,860,860,1.0,0.6791759620231796,0.7669266053169002,0.9702572357135562,0.03470632785043886,0.05006840580205645,0.054134462694832255
3,ii-svd-blend,0.2,0.052000000000000005,99.473,172,860,860,1.0,0.6813554790620379,0.7693692940448492,0.9709788455001632,0.03220396479310384,0.04971177893044822,0.055286252906084965
1,ii-svd-blend,0.4,0.055,95.167,173,865,865,1.0,0.7086542804717375,0.7994009418864478,0.971696701377825,0.026599826227421578,0.04184228522570998,0.043859776405050864
2,lucene,,0.051000000000000004,15.196,173,865,834,0.9641618497109826,0.7017797107076684,0.7642576544604909,0.954668312974381,0.030550447498663136,0.04383011402709632,0.04746325353959512
3,lucene-svd-blend,0,0.017,72.47500000000001,172,860,860,1.0,0.7201143137666857,0.8106457933474979,0.9701785336459101,0.022876638342362605,0.02868512078257454,0.029126946230184393
3,ii,,0.062,35.839,172,860,860,1.0,0.6886236534688609,0.7773469041198111,0.9709639500430209,0.030635431938511624,0.04479380182441057,0.051446080424363584
3,ii-svd-blend,0.1,0.078,93.292,172,860,860,1.0,0.6845071155922434,0.7728473595001278,0.9709577715446482,0.03180261926566166,0.049573343565707716,0.054499054160022944
3,ii-svd-blend,0,0.058,92.81,172,860,860,1.0,0.6886236534688609,0.7773469041198111,0.9709639500430209,0.030635431938511624,0.04479380182441057,0.051446080424363584
1,lucene-svd-blend,0.4,0.033,64.731,173,865,865,1.0,0.7143711871053824,0.806940214923491,0.9731111513220664,0.025857994128368453,0.03916806462923578,0.0403529390661836
2,lucene-svd-blend,0.8,0.02,62.299,173,865,865,1.0,0.6849760611631579,0.7455668943131992,0.9712330502109191,0.06911089949994316,0.12240387239597392,0.1270956635188259
2,lucene-svd-blend,0.9,13.85,63.449,173,865,865,1.0,0.6885422899061551,0.7488956848815829,0.9713353217298304,0.06508766982298671,0.10731577669653297,0.11476316798445475
2,lucene-svd-blend,1.0,28.515,63.846000000000004,173,865,865,1.0,0.6932364831687317,0.7535610383754723,0.9708130204059459,0.05929856551820774,0.09416094315102999,0.10410651055450143
2,lucene-svd-blend,0.7,0.017,63.575,173,865,865,1.0,0.6825671451861806,0.7435926167884152,0.973323839196769,0.06849541894711633,0.11802232718426443,0.12449355784687482
2,ii-svd-blend,0.8,0.989,87.403,173,865,865,1.0,0.6857306718626875,0.7458659927230409,0.970927173407832,0.061787334779278905,0.09603757981719732,0.10521274502483896
2,ii-svd-blend,1.0,33.702,87.543,173,865,865,1.0,0.6932364831687317,0.7535610383754723,0.9708130204059459,0.05929856551820774,0.09416094315102999,0.10410651055450143
2,ii-svd-blend,0.9,21.317,87.601,173,865,865,1.0,0.6891775559605837,0.7493675613899069,0.9714556527507787,0.059728409832430066,0.09776961915967428,0.10733970825351305
2,lucene-svd-blend,0.6,0.024,63.573,173,865,865,1.0,0.6813465895076056,0.7429836501387461,0.9736232372418235,0.06477532772916414,0.10946742731778056,0.11351889059637049
1,ii-svd-blend,0.5,0.058,94.652,173,865,865,1.0,0.7086475544706242,0.7993494615235519,0.9720017280155056,0.02922388785612575,0.04761767877030319,0.049752611916797036
2,lucene-svd-blend,0.5,0.025,63.652,173,865,865,1.0,0.6813532238699664,0.7437433480640919,0.9737934882197726,0.06091983811571269,0.10599473835358512,0.10873810930504858
2,ii-svd-blend,0.7,0.053,87.309,173,865,865,1.0,0.6829112748527935,0.7430661139288574,0.9710444481918432,0.062333588373858266,0.09508027439701036,0.10380135481228718
2,ii-svd-blend,0.6,0.068,87.138,173,865,865,1.0,0.6807329429879602,0.7409758793437708,0.971491055064004,0.05996525746697629,0.0958469860562756,0.10665708956869123
2,lucene-svd-blend,0.4,0.018000000000000002,64.021,173,865,865,1.0,0.6826452827354543,0.7458675284462485,0.9742415866912029,0.05219662940364731,0.08923940162531582,0.09111656563360243
2,ii-svd-blend,0.5,0.061,87.524,173,865,865,1.0,0.6792069341496407,0.7396013057050068,0.9724641693872393,0.05754692912363519,0.09820510738737681,0.10558838483568316
2,ii-svd-blend,0.4,0.1,87.515,173,865,865,1.0,0.6783417700589078,0.7389463867989088,0.9733492931976342,0.056269014455176056,0.09064826611105174,0.10679796701128505
2,lucene-svd-blend,0.3,0.023,63.833,173,865,865,1.0,0.6853147481891724,0.7493445876072529,0.9737674227127506,0.045250047100614046,0.07104847580772657,0.07300736749268008
1,lucene-svd-blend,0.5,0.018000000000000002,69.767,173,865,865,1.0,0.711760589750541,0.8036205348988027,0.973186376719978,0.02841499625833927,0.042455020380444644,0.045492242854711595
2,lucene-svd-blend,0.2,0.043000000000000003,63.645,173,865,865,1.0,0.68945798914727,0.7541558133084243,0.9738137224860293,0.03777282525777465,0.05731404272081059,0.06050301217868445
2,lucene-svd-blend,0.1,0.019,63.873000000000005,173,865,865,1.0,0.6950622342427546,0.7602758771014227,0.9737287630867467,0.03504638688170586,0.04946505366962767,0.05264470317875694
2,svd,,16.1,0.336,173,865,865,1.0,0.6940304238053421,0.7544567619469035,0.9729298661409261,0.05502006418928639,0.08003281178220895,0.0876698126842188
2,ii-svd-blend,0.3,0.059000000000000004,87.781,173,865,865,1.0,0.6781429466682535,0.73901303591825,0.9727619667811563,0.052957379159050355,0.08597063171334672,0.10363520112012194
2,ii-svd-blend,0.2,0.073,87.598,173,865,865,1.0,0.6786128335662696,0.7398010580435728,0.9724054718432048,0.04756304122553761,0.06659169563940895,0.08318321360908916
1,lucene,,0.024,16.666,173,865,837,0.9676300578034682,0.7416065586475837,0.8366095818567413,0.9572006458431591,0.019109055129388344,0.0325361273737229,0.0325361273737229
2,lucene-svd-blend,0,0.038,63.410000000000004,173,865,865,1.0,0.7020049471192915,0.7676734765788269,0.9728564743771501,0.0305447288360674,0.043819642384305,0.04746325353959512
2,ii,,0.058,39.69,173,865,865,1.0,0.681553350059003,0.7435299472966485,0.9728803249884207,0.036986547367952566,0.05075310180751908,0.05866982997675712
2,ii-svd-blend,0.1,0.059000000000000004,88.229,173,865,865,1.0,0.6797507731857007,0.7413081526861862,0.972756034133174,0.042273631146910545,0.058589699666059716,0.0724415795507331
2,ii-svd-blend,0,0.115,88.788,173,865,865,1.0,0.681553350059003,0.7435299472966485,0.9728803249884207,0.036986547367952566,0.05075310180751908,0.05866982997675712
1,lucene-svd-blend,1.0,0.019,70.718,173,865,865,1.0,0.7204381188052909,0.8110390425855065,0.9709099868162387,0.03365566706073945,0.06632724634321835,0.06891319097358038
1,ii-svd-blend,0.6,0.053,95.562,173,865,865,1.0,0.709445832553803,0.8000997916518675,0.9718234131675234,0.03119892842921094,0.050856100845810756,0.05338031073996284
1,lucene-svd-blend,0.9,0.021,70.784,173,865,865,1.0,0.71582817004174,0.8063666512217225,0.9718460444242811,0.03462312997668022,0.07243037443854891,0.072457139580921
1,ii-svd-blend,1.0,0.054,94.172,173,865,865,1.0,0.7204381188052909,0.8110390425855065,0.9709099868162387,0.03365566706073945,0.06632724634321835,0.06891319097358038
1,lucene-svd-blend,0.8,0.018000000000000002,68.626,173,865,865,1.0,0.712630996303025,0.8032750236102805,0.9720469878801302,0.03558523852300009,0.07193070534388186,0.07309640861941175
1,ii-svd-blend,0.9,0.054,92.465,173,865,865,1.0,0.7165502949504196,0.8071273361603948,0.9714845959002976,0.0346170294522578,0.06613740113630308,0.06850906367415058
1,lucene-svd-blend,0.7,0.017,65.08,173,865,865,1.0,0.7108793509890947,0.8017824459656755,0.9720718370724941,0.03591388830677877,0.060885211097498206,0.06210187269368521
1,ii-svd-blend,0.8,0.053,82.33,173,865,865,1.0,0.7134115315381657,0.8039945050627232,0.9703553902057759,0.033643779403708565,0.06353477217974612,0.0657439406605909
1,lucene-svd-blend,0.6,0.018000000000000002,53.764,173,865,865,1.0,0.7105899419845284,0.8018978473037252,0.9730662491409034,0.031188673008165985,0.04590856139581762,0.049737353028077455
1,ii-svd-blend,0.7,0.101,68.299,173,865,865,1.0,0.7110382607884971,0.8016496808326244,0.9710885873784865,0.03319899425707809,0.06094643110816254,0.06321814783074632
