Partition,Algorithm,User,TestTime,NAttempted,NGood,Coverage,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
5,ii,2945,0.457,5,5,1.0,1.0,13.034945532683583,0.0,0.0,,0.0
1,ii,46809,0.278,5,5,1.0,0.9403464547002304,13.461763525616098,0.0,0.0,,0.0
5,ii,3665,0.321,5,5,1.0,0.9876282739247411,14.73134016304077,0.08720854079741287,0.09090909090909091,11,0.09090909090909091
1,ii,47150,0.333,5,5,1.0,1.0,11.819607253646886,0.0,0.0,,0.0
5,ii,5450,0.403,5,5,1.0,1.0,14.534945532683583,0.0,0.0,,0.0
1,ii,47866,0.372,5,5,1.0,1.0,10.68867750007543,0.0,0.0,,0.0
5,ii,5611,0.247,5,5,1.0,0.980893215596097,14.81189012336513,0.331116828246241,1.0,1,1.0
5,ii,6116,0.25,5,5,1.0,0.9797729635097788,14.550030616222216,0.0,0.0,,0.0
1,ii,49129,0.427,5,5,1.0,0.932435422718007,9.50028381172028,0.0,0.0,,0.0
5,ii,7880,0.34700000000000003,5,5,1.0,0.9852783466243938,12.350410409469312,0.0,0.0,,0.0
5,ii,8335,0.113,5,5,1.0,1.0,15.600410409469312,0.0,0.0,,0.0
1,ii,49642,0.325,5,5,1.0,1.0,11.477197786179612,0.0,0.0,,0.0
1,ii,49666,0.258,5,5,1.0,0.9729041223787572,11.465622090756977,0.0,0.0,,0.0
1,ii,50283,0.151,5,5,1.0,0.983609052832517,16.177101804652793,0.0,0.0,,0.0
5,ii,9197,0.438,5,5,1.0,0.963033910106265,11.930960369793672,0.0,0.0,,0.0
5,ii,11337,0.22,5,5,1.0,1.0,16.196678442077467,0.0664760616835078,0.04,25,0.04
1,ii,50898,0.42,5,5,1.0,0.996987022602135,11.469480655897856,0.0,0.0,,0.0
1,ii,54643,0.11900000000000001,5,5,1.0,0.9159433731513728,12.365495493007945,0.0,0.0,,0.0
5,ii,12288,0.404,5,5,1.0,0.9333844519576081,11.965622090756977,0.0,0.0,,0.0
1,ii,55593,0.15,5,5,1.0,0.9735729461938678,13.596551844328435,0.05540222612878428,0.043478260869565216,23,0.043478260869565216
5,ii,13927,0.14300000000000002,5,5,1.0,0.9819721827030425,16.361636927867067,0.48941547138910796,0.8333333333333333,1,1.0
1,ii,55679,0.248,5,5,1.0,0.9956735210627194,15.065748688506009,0.0,0.0,,0.0
5,ii,14947,0.276,5,5,1.0,0.9810060951158126,16.492566681438525,0.2974085580687332,0.5,2,0.5
1,ii,56246,0.23600000000000002,5,5,1.0,0.9747711704427251,12.18867750007543,0.0,0.0,,0.0
1,ii,57171,0.329,5,5,1.0,0.9853189427887071,12.385072130432615,0.0,0.0,,0.0
5,ii,16581,0.462,5,5,1.0,0.9973840770917946,13.215622090756977,0.0,0.0,,0.0
1,ii,57387,0.274,5,5,1.0,0.9580119095776143,12.631213565291738,0.0,0.0,,0.0
1,ii,57742,0.203,5,5,1.0,0.9869512580070504,15.146298648830369,0.2894537012690127,0.30952380952380953,3,0.3333333333333333
5,ii,18115,0.465,5,5,1.0,0.9731371491835966,13.369987046893984,0.0,0.0,,0.0
5,ii,18192,0.28300000000000003,5,5,1.0,0.9691068614378588,13.631213565291738,0.0,0.0,,0.0
1,ii,59269,0.39,5,5,1.0,0.9735729461938678,13.596551844328435,0.0,0.0,,0.0
5,ii,18204,0.17200000000000001,5,5,1.0,1.0,11.923592416536797,0.0,0.0,,0.0
1,ii,60016,0.403,5,5,1.0,1.0,9.43867750007543,0.0,0.0,,0.0
5,ii,18675,0.386,5,5,1.0,0.9883660834218115,11.123212623289701,0.0,0.0,,0.0
5,ii,18758,0.294,5,5,1.0,0.9892098579397847,15.180960369793672,0.0,0.0,,0.0
1,ii,63295,0.403,5,5,1.0,0.9952496579594983,13.715622090756977,0.0,0.0,,0.0
5,ii,19178,0.169,5,5,1.0,0.9393019692745385,15.058031558224252,0.124757604025809,0.25,4,0.25
1,ii,64100,0.281,5,5,1.0,1.0,14.631213565291738,0.0,0.0,,0.0
5,ii,19414,0.35100000000000003,5,5,1.0,0.9948531800506042,12.654015779112127,0.09292226150124526,0.07142857142857142,14,0.07142857142857142
1,ii,64150,0.45,5,5,1.0,0.9395678108751966,9.869354058148824,0.1666009405827317,0.25,4,0.25
5,ii,19800,0.41300000000000003,5,5,1.0,0.9687849025695392,14.56189012336513,0.0,0.0,,0.0
5,ii,21401,0.12,5,5,1.0,0.9807014421273694,16.031086967542706,0.0,0.0,,0.0
5,ii,22245,0.148,5,5,1.0,0.956431444823906,13.519227460399792,0.07634599170054346,0.05555555555555555,18,0.05555555555555555
1,ii,65670,0.618,5,5,1.0,1.0,9.44253606521631,0.0,0.0,,0.0
1,ii,66281,0.281,5,5,1.0,1.0,6.346268032608155,0.0,0.0,,0.0
5,ii,22352,0.537,5,5,1.0,0.945873091332144,15.461763525616098,0.10195830182038851,0.125,8,0.125
1,ii,67615,0.292,5,5,1.0,1.0,13.781086967542706,0.06832811197580413,0.05263157894736842,19,0.05263157894736842
5,ii,22483,0.41200000000000003,5,5,1.0,0.9911560973014166,14.673592416536797,0.0,0.0,,0.0
1,ii,68205,0.361,5,5,1.0,0.9250959356806956,12.350410409469312,0.0,0.0,,0.0
5,ii,23068,0.388,5,5,1.0,0.9534302738163035,12.365495493007945,0.0,0.0,,0.0
1,ii,68874,0.272,5,5,1.0,0.929164918454286,12.515368895258913,0.0,0.0,,0.0
5,ii,23638,0.339,5,5,1.0,0.988717104553684,11.473339221038733,0.0,0.0,,0.0
1,ii,69256,0.293,5,5,1.0,0.9833606895058868,11.83469233718552,0.0,0.0,,0.0
5,ii,24112,0.418,5,5,1.0,1.0,7.9425360652163075,0.0,0.0,,0.0
1,ii,70740,0.43,5,5,1.0,0.9841233806349599,15.4964252465794,0.0,0.0,,0.0
5,ii,26022,0.2,5,5,1.0,0.9780248069094993,14.211763525616098,0.0,0.0,,0.0
1,ii,70939,0.179,5,5,1.0,1.0,16.346551844328435,0.0,0.0,,0.0
5,ii,27142,0.133,5,5,1.0,0.9599415491175431,15.211763525616098,0.07719362058118269,0.058823529411764705,17,0.058823529411764705
5,ii,27579,0.167,5,5,1.0,1.0,15.281086967542706,0.0,0.0,,0.0
1,ii,71052,0.294,5,5,1.0,0.988227325953145,13.90015721397125,0.15996304568121666,0.25,4,0.25
5,ii,28176,0.29,5,5,1.0,0.9886870790681735,16.12735500015086,0.07061175025905288,0.06666666666666667,15,0.06666666666666667
1,ii,71825,0.366,5,5,1.0,0.9944422707746392,12.404015779112127,0.0,0.0,,0.0
5,ii,29115,0.34400000000000003,5,5,1.0,0.9935012558772343,10.008000942002038,0.0,0.0,,0.0
1,ii,72229,0.38,5,5,1.0,0.9847107598999534,11.885072130432615,0.0,0.0,,0.0
5,ii,30631,0.356,5,5,1.0,0.9793440298552835,13.4964252465794,0.0,0.0,,0.0
1,ii,72971,0.385,5,5,1.0,1.0,15.450537007218344,0.0,0.0,,0.0
5,ii,31362,0.273,5,5,1.0,1.0,15.531086967542706,0.08240183875884657,0.06666666666666667,15,0.06666666666666667
5,ii,31476,0.29,5,5,1.0,0.9954159738026584,14.215622090756977,0.0910849238147534,0.09090909090909091,11,0.09090909090909091
1,ii,77512,0.48,5,5,1.0,0.9177256233107867,9.350410409469312,0.0,0.0,,0.0
1,ii,78774,0.229,5,5,1.0,1.0,16.87735500015086,0.12759006315549545,0.2,5,0.2
5,ii,32780,0.40800000000000003,5,5,1.0,0.9792868156563701,11.819607253646886,0.0,0.0,,0.0
1,ii,78908,0.17,5,5,1.0,0.9594878134164502,14.662016721114163,0.0,0.0,,0.0
5,ii,32785,0.17400000000000002,5,5,1.0,0.9848313306122628,16.23134016304077,0.0,0.0,,0.0
1,ii,80063,0.229,5,5,1.0,0.948294269897938,12.554522170108255,0.0,0.0,,0.0
5,ii,34156,0.36,5,5,1.0,0.9775010236562883,15.211763525616098,0.0,0.0,,0.0
1,ii,80285,0.385,5,5,1.0,0.9366900642219103,11.946678442077467,0.0,0.0,,0.0
5,ii,34239,0.169,5,5,1.0,1.0,16.412016721114163,0.0,0.0,,0.0
1,ii,81574,0.117,5,5,1.0,1.0,17.80803155822425,0.0,0.0,,0.0
5,ii,34664,0.17500000000000002,5,5,1.0,0.9794443575287024,12.477197786179612,0.0,0.0,,0.0
1,ii,82472,0.2,5,5,1.0,0.9315139750839591,11.615495493007945,0.12409588431465801,0.16666666666666666,6,0.16666666666666666
1,ii,83479,0.112,5,5,1.0,0.9852176115881034,16.662016721114163,0.0,0.0,,0.0
5,ii,35259,0.276,5,5,1.0,0.9750402241784416,12.323465818787767,0.0,0.0,,0.0
5,ii,36229,0.167,5,5,1.0,0.9796169680724995,13.680960369793672,0.0,0.0,,0.0
1,ii,83631,0.311,5,5,1.0,1.0,13.819607253646886,0.0,0.0,,0.0
5,ii,36624,0.162,5,5,1.0,0.9830864942105431,14.531086967542706,0.0,0.0,,0.0
1,ii,83644,0.152,5,5,1.0,0.9979762362044228,17.092693279187557,0.0,0.0,,0.0
5,ii,37091,0.167,5,5,1.0,0.9737740122509047,15.430960369793672,0.08958364945771208,0.1111111111111111,9,0.1111111111111111
1,ii,84948,0.305,5,5,1.0,0.9760111461747066,15.016001884004073,0.0,0.0,,0.0
5,ii,38159,0.365,5,5,1.0,1.0,12.465622090756977,0.0,0.0,,0.0
1,ii,85391,0.218,5,5,1.0,0.9662670221772593,16.30803155822425,0.06066306593836003,0.06666666666666667,15,0.06666666666666667
5,ii,39061,0.216,5,5,1.0,0.9707175116335607,9.95762114875494,0.0,0.0,,0.0
1,ii,85518,0.228,5,5,1.0,1.0,14.2464252465794,0.0,0.0,,0.0
5,ii,39250,0.228,5,5,1.0,0.9827176461246183,14.215622090756977,0.0,0.0,,0.0
1,ii,86784,0.186,5,5,1.0,0.9858865741570014,15.31189012336513,0.0,0.0,,0.0
5,ii,40071,0.194,5,5,1.0,0.973817746765105,16.162016721114163,0.1439223173346805,0.09555555555555556,9,0.1111111111111111
5,ii,42015,0.127,5,5,1.0,0.9726620379559625,13.131213565291738,0.0,0.0,,0.0
1,ii,88738,0.452,5,5,1.0,1.0,11.69253606521631,0.0,0.0,,0.0
5,ii,42367,0.28400000000000003,5,5,1.0,0.9853189427887071,12.385072130432615,0.0,0.0,,0.0
5,ii,43116,0.14,5,5,1.0,0.9698102090838888,16.06189012336513,0.0,0.0,,0.0
1,ii,88857,0.298,5,5,1.0,0.9772829874371133,15.877355000150859,0.0,0.0,,0.0
1,ii,89321,0.148,5,5,1.0,0.9571452182076352,12.715622090756977,0.0,0.0,,0.0
5,ii,44459,0.303,5,5,1.0,0.9880295396928382,15.23134016304077,0.0,0.0,,0.0
1,ii,90453,0.228,5,5,1.0,0.9952509876349883,13.719480655897856,0.0,0.0,,0.0
5,ii,45854,0.201,5,5,1.0,0.9839351134072948,15.31189012336513,0.0,0.0,,0.0
1,ii,92106,0.162,5,5,1.0,0.9875154565006291,14.596551844328435,0.0,0.0,,0.0
5,ii,46093,0.17,5,5,1.0,0.9892973096985671,12.815748688506009,0.09740782579121969,0.1111111111111111,9,0.1111111111111111
5,ii,46392,0.244,5,5,1.0,0.9822671820618994,14.06189012336513,0.0,0.0,,0.0
1,ii,92861,0.384,5,5,1.0,0.9822263282576426,13.815748688506009,0.0,0.0,,0.0
5,ii,47573,0.203,5,5,1.0,0.9820988998287831,13.715622090756977,0.07544275349690674,0.1,10,0.1
1,ii,93619,0.255,5,5,1.0,1.0,17.37735500015086,0.0,0.0,,0.0
1,ii,93623,0.15,5,5,1.0,0.9678065031092212,15.031086967542706,0.0,0.0,,0.0
5,ii,47953,0.42,5,5,1.0,0.8905011721796301,11.41587528625504,0.0,0.0,,0.0
1,ii,94175,0.43,5,5,1.0,1.0,13.815748688506009,0.09650822140696567,0.125,8,0.125
5,ii,48098,0.28,5,5,1.0,0.9886870790681735,16.12735500015086,0.0,0.0,,0.0
1,ii,95283,0.258,5,5,1.0,0.9639545333101334,13.388297706828334,0.22713402759383752,0.3333333333333333,3,0.3333333333333333
5,ii,48410,0.436,5,5,1.0,0.9578287797599966,12.930960369793672,0.0,0.0,,0.0
1,ii,96320,0.317,5,5,1.0,0.9220307125932835,12.281086967542706,0.0,0.0,,0.0
5,ii,48512,0.316,5,5,1.0,0.9149315840245373,6.1232126232897,0.0,0.0,,0.0
1,ii,96482,0.437,5,5,1.0,1.0,12.319607253646886,0.0,0.0,,0.0
5,ii,48838,0.389,5,5,1.0,1.0,16.131213565291738,0.0,0.0,,0.0
1,ii,96985,0.209,5,5,1.0,0.986441702731003,14.288804097824462,0.0,0.0,,0.0
5,ii,52437,0.28800000000000003,5,5,1.0,0.984951213366015,14.346551844328435,0.0,0.0,,0.0
1,ii,97163,0.41000000000000003,5,5,1.0,0.9361281888571875,11.50028381172028,0.0,0.0,,0.0
5,ii,53023,0.241,5,5,1.0,0.9949910601355324,13.004142376861159,0.0,0.0,,0.0
1,ii,98644,0.217,5,5,1.0,1.0,14.00028381172028,0.0,0.0,,0.0
5,ii,53834,0.435,5,5,1.0,0.988780914955988,12.219480655897856,0.0,0.0,,0.0
1,ii,99093,0.302,5,5,1.0,0.976278750950433,11.715622090756977,0.18401682594734736,0.3333333333333333,3,0.3333333333333333
5,ii,53877,0.266,5,5,1.0,0.9946711300744834,12.219480655897856,0.0,0.0,,0.0
1,ii,99429,0.301,5,5,1.0,0.9779845303414075,11.803889181363095,0.0,0.0,,0.0
5,ii,56889,0.258,5,5,1.0,0.9867570706135603,12.338550902326398,0.0,0.0,,0.0
1,ii,99471,0.222,5,5,1.0,0.9583129200231534,14.23134016304077,0.0,0.0,,0.0
5,ii,57242,0.201,5,5,1.0,0.9978126647800852,15.81189012336513,0.0,0.0,,0.0
1,ii,101004,0.187,5,5,1.0,0.9724371934881971,13.711763525616098,0.07666107484242808,0.07692307692307693,13,0.07692307692307693
5,ii,57866,0.231,5,5,1.0,0.9830467387302566,14.4964252465794,0.0,0.0,,0.0
1,ii,102242,0.28600000000000003,5,5,1.0,0.9976939977103352,14.9964252465794,0.0,0.0,,0.0
5,ii,58166,0.354,5,5,1.0,0.9917852779558396,12.088550902326398,0.0,0.0,,0.0
1,ii,102532,0.448,5,5,1.0,0.9752723132444459,15.796172051081339,0.0,0.0,,0.0
5,ii,58579,0.167,5,5,1.0,0.9813559395526165,16.80803155822425,0.0,0.0,,0.0
5,ii,59812,0.318,5,5,1.0,0.9873006662456527,14.346551844328435,0.0,0.0,,0.0
1,ii,103076,0.41100000000000003,5,5,1.0,1.0,13.885072130432615,0.0,0.0,,0.0
1,ii,103754,0.145,5,5,1.0,0.8846186444394685,13.446678442077467,0.05089988689884247,0.16666666666666666,6,0.16666666666666666
5,ii,60349,0.28400000000000003,5,5,1.0,1.0,11.43867750007543,0.0,0.0,,0.0
1,ii,103927,0.195,5,5,1.0,0.9815712346041159,13.315748688506009,0.0,0.0,,0.0
5,ii,61276,0.185,5,5,1.0,0.8883215961260462,13.284312543938423,0.0,0.0,,0.0
5,ii,61305,0.356,5,5,1.0,1.0,13.784945532683583,0.4175020671488778,0.3333333333333333,2,0.5
1,ii,107087,0.432,5,5,1.0,0.9775010236562883,15.211763525616098,0.0,0.0,,0.0
5,ii,62732,0.189,5,5,1.0,0.9801165680265317,12.907874344253004,0.0,0.0,,0.0
1,ii,107672,0.195,5,5,1.0,0.9687831704919648,16.592693279187557,0.0,0.0,,0.0
1,ii,108010,0.184,5,5,1.0,0.979297756696435,13.465622090756977,0.0,0.0,,0.0
5,ii,65155,0.325,5,5,1.0,1.0,11.35426897461019,0.07787898276915473,0.043478260869565216,23,0.043478260869565216
5,ii,67608,0.17400000000000002,5,5,1.0,0.9822072863555779,13.180960369793672,0.0,0.0,,0.0
1,ii,108195,0.433,5,5,1.0,0.942619196639841,10.169733851395918,0.0,0.0,,0.0
1,ii,111206,0.213,5,5,1.0,0.9757929980005415,14.877355000150859,0.08745219366306685,0.125,8,0.125
5,ii,68558,0.449,5,5,1.0,0.984898284271582,12.034945532683583,0.0,0.0,,0.0
1,ii,114316,0.14200000000000002,5,5,1.0,1.0,15.869987046893984,0.0,0.0,,0.0
1,ii,114335,0.133,5,5,1.0,1.0,15.2464252465794,0.0,0.0,,0.0
5,ii,68594,0.233,5,5,1.0,0.9582405085175422,15.361636927867066,0.0,0.0,,0.0
1,ii,114448,0.171,5,5,1.0,0.96349683907,15.027228402401827,0.0,0.0,,0.0
5,ii,69335,0.333,5,5,1.0,0.9759025657880167,14.946678442077467,0.0,0.0,,0.0
1,ii,114499,0.223,5,5,1.0,0.9585749721336438,15.127355000150859,0.0,0.0,,0.0
5,ii,69498,0.256,5,5,1.0,0.9774672513051744,13.684818934934553,0.0,0.0,,0.0
1,ii,115679,0.321,5,5,1.0,0.9618332567933454,12.600410409469312,0.0,0.0,,0.0
5,ii,70835,0.229,5,5,1.0,1.0,15.565748688506009,0.0,0.0,,0.0
1,ii,117493,0.234,5,5,1.0,0.9489814556004498,13.950537007218344,0.0786971976078651,0.05,20,0.05
5,ii,70905,0.319,5,5,1.0,0.9483826640836841,12.300030616222216,0.0,0.0,,0.0
1,ii,117905,0.281,5,5,1.0,0.9572094353550374,11.184818934934553,0.0,0.0,,0.0
5,ii,74248,0.314,5,5,1.0,0.9147838849543202,11.56189012336513,0.0,0.0,,0.0
1,ii,117918,0.37,5,5,1.0,0.9858053004159875,12.815748688506009,0.0,0.0,,0.0
1,ii,118304,0.151,5,5,1.0,0.9810618006816149,14.7464252465794,0.0,0.0,,0.0
5,ii,75195,0.374,5,5,1.0,1.0,15.346551844328435,0.0,0.0,,0.0
1,ii,119330,0.192,5,5,1.0,1.0,13.815748688506009,0.0,0.0,,0.0
5,ii,75754,0.28400000000000003,5,5,1.0,0.9173070243513364,12.2464252465794,0.11290798612361122,0.2,5,0.2
5,ii,75893,0.195,5,5,1.0,0.9689374977810914,13.554522170108255,0.0,0.0,,0.0
1,ii,120067,0.435,5,5,1.0,0.9464296574207917,13.25028381172028,0.0,0.0,,0.0
5,ii,76284,0.373,5,5,1.0,0.9856052436269626,12.635072130432615,0.0,0.0,,0.0
1,ii,120782,0.362,5,5,1.0,0.9972814941631777,12.715622090756977,0.0,0.0,,0.0
1,ii,121403,0.137,5,5,1.0,1.0,16.02722840240183,0.07587535813370572,0.07692307692307693,13,0.07692307692307693
5,ii,76630,0.28800000000000003,5,5,1.0,0.9814835907335129,14.08469233718552,0.0,0.0,,0.0
1,ii,122693,0.234,5,5,1.0,0.9524747565524136,15.031086967542706,0.19990060091206135,0.3333333333333333,3,0.3333333333333333
5,ii,79846,0.26,5,5,1.0,1.0,14.315748688506009,0.0,0.0,,0.0
1,ii,124078,0.466,5,5,1.0,1.0,13.965622090756977,0.127530010762562,0.14285714285714285,7,0.14285714285714285
5,ii,80874,0.323,5,5,1.0,0.9884055937926558,15.73134016304077,0.0,0.0,,0.0
1,ii,124288,0.169,5,5,1.0,0.9402135272919976,14.696678442077467,0.0,0.0,,0.0
5,ii,81114,0.299,5,5,1.0,0.9615730899668752,14.2464252465794,0.07212740873183807,0.14285714285714285,7,0.14285714285714285
5,ii,81435,0.14400000000000002,5,5,1.0,0.9644296036528945,14.4964252465794,0.1201111080400644,0.06798245614035087,19,0.05263157894736842
1,ii,124425,0.389,5,5,1.0,1.0,11.038804097824462,0.0,0.0,,0.0
5,ii,81783,0.267,5,5,1.0,0.9861675368666384,15.627355000150859,0.0,0.0,,0.0
1,ii,124449,0.262,5,5,1.0,0.9249204637146674,14.027228402401827,0.14835938958559114,0.25,4,0.25
5,ii,81998,0.209,5,5,1.0,1.0,10.69253606521631,0.0,0.0,,0.0
5,ii,82647,0.185,5,5,1.0,1.0,12.919733851395918,0.0,0.0,,0.0
1,ii,125084,0.368,5,5,1.0,0.9351427255369118,11.211479713895818,0.0,0.0,,0.0
5,ii,83182,0.221,5,5,1.0,0.9811324796093147,13.00028381172028,0.0,0.0,,0.0
1,ii,125889,0.189,5,5,1.0,0.9724371934881971,13.711763525616098,0.0,0.0,,0.0
5,ii,83360,0.194,5,5,1.0,0.9836029155279142,11.069607253646886,0.0,0.0,,0.0
1,ii,126097,0.216,5,5,1.0,0.9735516852367584,13.58532532593068,0.0,0.0,,0.0
5,ii,83416,0.136,5,5,1.0,0.9346069944948124,14.842693279187555,0.0,0.0,,0.0
1,ii,126249,0.17,5,5,1.0,0.953166456242832,15.342693279187555,0.0,0.0,,0.0
1,ii,126292,0.121,5,5,1.0,0.8497874663023016,8.985198728181647,0.0,0.0,,0.0
5,ii,83507,0.313,5,5,1.0,1.0,12.965622090756977,0.0,0.0,,0.0
1,ii,127138,0.441,5,5,1.0,0.9435613568465653,14.277228402401827,0.0,0.0,,0.0
5,ii,83556,0.40700000000000003,5,5,1.0,1.0,16.246425246579403,0.09708747370506879,0.1111111111111111,9,0.1111111111111111
5,ii,85617,0.276,5,5,1.0,0.9597046682647131,12.00028381172028,0.0,0.0,,0.0
1,ii,127683,0.34900000000000003,5,5,1.0,1.0,15.7464252465794,0.0,0.0,,0.0
5,ii,86309,0.114,5,5,1.0,1.0,13.454395572359223,0.0,0.0,,0.0
1,ii,128236,0.214,5,5,1.0,1.0,14.7464252465794,0.07810781883638852,0.06666666666666667,15,0.06666666666666667
5,ii,86449,0.168,5,5,1.0,1.0,16.912016721114163,0.0,0.0,,0.0
1,ii,128263,0.402,5,5,1.0,0.9807696505998881,12.75028381172028,0.0,0.0,,0.0
5,ii,86592,0.365,5,5,1.0,0.9804101564047385,14.2464252465794,0.0,0.0,,0.0
1,ii,128426,0.353,5,5,1.0,1.0,16.446678442077467,0.0,0.0,,0.0
5,ii,87042,0.453,5,5,1.0,1.0,16.56189012336513,0.0,0.0,,0.0
1,ii,128480,0.294,5,5,1.0,1.0,14.7464252465794,0.0,0.0,,0.0
1,ii,130671,0.217,5,5,1.0,0.9759049960590634,14.180960369793672,0.0,0.0,,0.0
5,ii,88394,0.424,5,5,1.0,0.9709815239579179,10.684818934934553,0.0,0.0,,0.0
1,ii,130955,0.17300000000000001,5,5,1.0,1.0,16.096551844328435,0.0,0.0,,0.0
5,ii,88455,0.166,5,5,1.0,0.9704021156443288,12.100410409469312,0.0,0.0,,0.0
5,ii,88608,0.313,5,5,1.0,1.0,12.965622090756977,0.0,0.0,,0.0
1,ii,131439,0.369,5,5,1.0,1.0,10.073465818787767,0.0,0.0,,0.0
5,ii,88928,0.23700000000000002,5,5,1.0,0.9718124910103737,14.98134016304077,0.0,0.0,,0.0
1,ii,132595,0.28400000000000003,5,5,1.0,0.9462870330785862,13.281086967542706,0.3562536091327434,1.0,1,1.0
5,ii,89274,0.186,5,5,1.0,0.9624735271857568,13.81189012336513,0.0,0.0,,0.0
1,ii,132914,0.372,5,5,1.0,1.0,15.096551844328435,0.0,0.0,,0.0
5,ii,89617,0.263,5,5,1.0,0.9956547213059731,15.00028381172028,0.0,0.0,,0.0
5,ii,90462,0.41200000000000003,5,5,1.0,0.9876026718851441,14.700537007218344,0.0,0.0,,0.0
1,ii,134156,0.456,5,5,1.0,0.9605828035414067,12.184818934934553,0.0,0.0,,0.0
5,ii,91346,0.228,5,5,1.0,0.9754462037758486,14.662016721114163,0.0,0.0,,0.0
1,ii,134964,0.33,5,5,1.0,0.9767065017649703,14.680960369793672,0.0,0.0,,0.0
5,ii,92430,0.171,5,5,1.0,0.9863583746405392,12.531086967542706,0.0,0.0,,0.0
5,ii,93347,0.138,5,5,1.0,0.9058328949390388,10.135072130432615,0.0,0.0,,0.0
1,ii,136015,0.40700000000000003,5,5,1.0,0.9568722012201549,11.107494551005908,0.0,0.0,,0.0
5,ii,93705,0.378,5,5,1.0,0.9860039698592047,13.00028381172028,0.0,0.0,,0.0
5,ii,96610,0.221,5,5,1.0,1.0,13.25028381172028,0.0,0.0,,0.0
1,ii,136455,0.36,5,5,1.0,0.9487397271146971,13.881213565291738,0.0,0.0,,0.0
5,ii,96936,0.129,5,5,1.0,0.9971864589309012,12.284945532683583,0.0,0.0,,0.0
1,ii,137446,0.217,5,5,1.0,0.9804101564047385,14.2464252465794,0.0,0.0,,0.0
5,ii,97072,0.318,5,5,1.0,0.9818591958247704,13.531086967542706,0.0,0.0,,0.0
1,ii,138200,0.361,5,5,1.0,0.942256269183636,9.227197786179612,0.0,0.0,,0.0
5,ii,97953,0.448,5,5,1.0,0.9972814941631777,12.715622090756977,0.0,0.0,,0.0
5,ii,97961,0.14200000000000002,5,5,1.0,0.9886314477837017,14.40015721397125,0.070337346953181,0.047619047619047616,21,0.047619047619047616
4,lucene-log,316,5.187,5,5,1.0,0.9461356595198634,11.15015721397125,0.05087262938616295,0.05555555555555555,18,0.05555555555555555
5,ii,98278,0.169,5,5,1.0,0.9865004596855829,13.485198728181647,0.32919441218970563,1.0,1,1.0
5,ii,98541,0.441,5,5,1.0,1.0,11.569607253646886,0.0,0.0,,0.0
4,lucene-log,1015,0.634,5,5,1.0,1.0,15.7464252465794,0.13675375563953762,0.2,5,0.2
5,ii,98781,0.335,5,5,1.0,0.975370942889085,10.52308602554067,0.0,0.0,,0.0
4,lucene-log,1447,0.289,5,5,1.0,0.9644391496291178,11.784945532683583,0.0,0.0,,0.0
5,ii,101921,0.28,5,5,1.0,0.934510125061493,11.7464252465794,0.0,0.0,,0.0
5,ii,101952,0.156,5,5,1.0,0.9847386154265337,16.131213565291738,0.0,0.0,,0.0
4,lucene-log,1588,0.598,5,5,1.0,0.9096372123282599,12.31189012336513,0.0,0.0,,0.0
5,ii,102750,0.252,5,5,1.0,1.0,15.56189012336513,0.0,0.0,,0.0
4,lucene-log,1738,0.179,5,5,1.0,0.9672376237970814,16.80803155822425,0.0,0.0,,0.0
5,ii,103286,0.158,5,5,1.0,1.0,13.138930695573494,0.3805484720065157,1.0,1,1.0
5,ii,103667,0.255,5,5,1.0,0.9608915033136595,12.284945532683583,0.0,0.0,,0.0
4,lucene-log,3076,0.403,5,5,1.0,0.9873006662456527,14.346551844328435,0.06601363465893156,0.05555555555555555,18,0.05555555555555555
5,ii,103816,0.34,5,5,1.0,0.9843004179039431,11.569607253646886,0.0,0.0,,0.0
5,ii,104732,0.14300000000000002,5,5,1.0,0.9881183381691238,15.346551844328435,0.0,0.0,,0.0
4,lucene-log,4215,0.433,5,5,1.0,0.9745761994032426,15.930960369793672,0.0,0.0,,0.0
4,lucene-log,7541,0.14100000000000001,5,5,1.0,0.9888811166954941,16.412016721114163,0.40998793267129463,0.24718196457326894,2,0.5
5,ii,107711,0.229,5,5,1.0,0.9977682359878776,15.4964252465794,0.0,0.0,,0.0
5,ii,108442,0.267,5,5,1.0,0.9944695857077438,12.465622090756977,0.0,0.0,,0.0
5,ii,109009,0.36,5,5,1.0,0.9660676446091134,14.235198728181647,0.0,0.0,,0.0
4,lucene-log,8932,0.687,5,5,1.0,1.0,13.50028381172028,0.0,0.0,,0.0
5,ii,109177,0.19,5,5,1.0,0.9842628972635334,15.877355000150859,0.30995808094426985,1.0,1,1.0
4,lucene-log,9745,0.232,5,5,1.0,0.9461090859841816,14.992566681438523,0.06967617180044272,0.1111111111111111,9,0.1111111111111111
5,ii,110148,0.256,5,5,1.0,0.9972814941631777,12.715622090756977,0.0,0.0,,0.0
5,ii,113673,0.23600000000000002,5,5,1.0,0.9863660239512111,13.350410409469312,0.36941412050209016,0.5,2,0.5
4,lucene-log,10573,0.463,5,5,1.0,0.9929888671656019,14.180960369793672,0.207898898901251,0.165,4,0.25
5,ii,113847,0.251,5,5,1.0,0.8994289353692876,9.703762583614063,0.0,0.0,,0.0
5,ii,114078,0.312,5,5,1.0,0.9706382811496794,13.346551844328435,0.0,0.0,,0.0
4,lucene-log,11081,0.686,5,5,1.0,0.9515726636402212,9.219480655897856,0.0,0.0,,0.0
